"1 16 16 4096 1 1 0 0 0",45.3637200009,0.999386724821,2.05710500891,0.212155
"1 16 16 4096 16 1 0 0 0",45.8060832901,0.997564906744,2.08164481077,0.1853
"1 16 16 4096 16 16 0 0 0",46.944421532,0.99289161371,2.14522321757,0.142073
"1 16 16 4096 16 2 0 0 0",45.8819725062,0.997252620617,2.08586423601,0.155449
"1 16 16 4096 16 4 0 0 0",46.0337509385,0.99662842741,2.0943111388,0.14039
"1 16 16 4096 16 8 0 0 0",46.337307803,0.995381255671,2.11123781305,0.137334
"1 16 16 4096 2 1 0 0 0",45.3932108868,0.999265160566,2.05873811486,0.188281
"1 16 16 4096 2 2 0 0 0",45.469100103,0.998952398613,2.06294251872,0.170368
"1 16 16 4096 32 2 0 0 0",46.3538266814,0.995313665571,2.11215969105,0.157287
"1 16 16 4096 32 32 0 0 0",48.6305031651,0.986010015859,2.24053613625,0.185864
"1 16 16 4096 32 4 0 0 0",46.5056051136,0.994690600352,2.12064095076,0.161106
"1 16 16 4096 32 8 0 0 0",46.8091619781,0.993445810829,2.13763615549,0.168505
"1 16 16 4096 4 1 0 0 0",45.4521926587,0.999022079104,2.06200556063,0.187723
"1 16 16 4096 4 2 0 0 0",45.5280818749,0.998709390547,2.06621209702,0.157304
"1 16 16 4096 4 4 0 0 0",45.6798603071,0.998084312382,2.0746333732,0.14885
"1 16 16 4096 64 2 0 0 0",47.2975350317,0.991447399216,2.16506914279,0.216925
"1 16 16 4096 64 32 0 0 0",49.5742115154,0.982179255149,2.29448276284,0.220248
"1 16 16 4096 64 4 0 0 0",47.4493134639,0.990826413136,2.17361977988,0.215754
"1 16 16 4096 64 8 0 0 0",47.7528703284,0.989586289007,2.19075279666,0.216137
"1 16 16 4096 8 1 0 0 0",45.5701562025,0.998536104307,2.06854538944,0.187392
"1 16 16 4096 8 2 0 0 0",45.6460454186,0.998223557114,2.07275620419,0.156635
"1 16 16 4096 8 4 0 0 0",45.7978238509,0.997598777658,2.08118600929,0.141243
"1 16 16 4096 8 8 0 0 0",46.1013807154,0.996350402354,2.09807851082,0.137998
"1 32 16 4096 1 1 0 0 0",45.9712200009,0.999386724821,2.08559702381,0.211969
"1 32 16 4096 16 1 0 0 0",46.4135832901,0.997564906744,2.11020309769,0.186068
"1 32 16 4096 16 16 0 0 0",47.551921532,0.99289161371,2.17395247739,0.13242
"1 32 16 4096 16 2 0 0 0",46.4894725062,0.997252620617,2.1144339036,0.156103
"1 32 16 4096 16 4 0 0 0",46.6412509385,0.99662842741,2.12290357334,0.140615
"1 32 16 4096 16 8 0 0 0",46.944807803,0.995381255671,2.13987581269,0.134922
"1 32 16 4096 2 1 0 0 0",46.0007108868,0.999265160566,2.08723454526,0.188094
"1 32 16 4096 2 2 0 0 0",46.076600103,0.998952398613,2.09145031361,0.170181
"1 32 16 4096 32 16 0 0 0",48.0237757071,0.990960988462,2.20055915154,1.33E-01
"1 32 16 4096 32 2 0 0 0",46.9613266814,0.995313665571,2.14080016476,0.151165
"1 32 16 4096 32 32 0 0 0",49.2380031651,0.986010015859,2.26951977201,0.139762
"1 32 16 4096 32 4 0 0 0",47.1131051136,0.994690600352,2.14930422756,0.13663
"1 32 16 4096 32 8 0 0 0",47.4166619781,0.993445810829,2.16634506627,0.132128
"1 32 16 4096 4 1 0 0 0",46.0596926587,0.999022079104,2.09051082314,0.187536
"1 32 16 4096 4 2 0 0 0",46.1355818749,0.998709390547,2.09472872616,0.157116
"1 32 16 4096 4 4 0 0 0",46.2873603071,0.998084312382,2.10317274348,0.148663
"1 32 16 4096 64 2 0 0 0",47.9050350317,0.991447399216,2.19385153478,0.152864
"1 32 16 4096 64 32 0 0 0",50.1817115154,0.982179255149,2.3236093801,0.16692
"1 32 16 4096 64 4 0 0 0",48.0568134639,0.990826413136,2.20242505316,0.156615
"1 32 16 4096 64 8 0 0 0",48.3603703284,0.989586289007,2.21960384603,0.160784
"1 32 16 4096 8 1 0 0 0",46.1776562025,0.998536104307,2.0970683207,0.187204
"1 32 16 4096 8 2 0 0 0",46.2535454186,0.998223557114,2.10129050654,0.156447
"1 32 16 4096 8 4 0 0 0",46.4053238509,0.997598777658,2.10974306127,0.141055
"1 32 16 4096 8 8 0 0 0",46.7088807154,0.996350402354,2.126681094,0.13774
"1 64 16 4096 1 1 0 0 0",47.1862200009,0.999386724821,2.14263945916,0.211887
